Year,Year Label,Economy,Economy Label,Mode,Mode Label,Direction,Direction Label,US dollars at current prices in millions,US dollars at current prices in millions Footnote,US dollars at current prices per capita,US dollars at current prices per capita Footnote,Percentage of total world,Percentage of total world Footnote,Percentage of Gross Domestic Product,Percentage of Gross Domestic Product Footnote,Percentage of Gross Fixed Capital Formation,Percentage of Gross Fixed Capital Formation Footnote
2021,2021,5310,Central Asia,8,Flow,1,Inward,7209.907,,94.995,,0.48777,,2.1606,,7.13616,
2021,2021,5310,Central Asia,8,Flow,2,Outward,1493.286,,21.469,,0.086363,,0.5338,,2.00977,
2021,2021,5310,Central Asia,9,Stock,1,Inward,211631.149,,2788.378,,0.44952,,63.41984,,209.46632,
2021,2021,5310,Central Asia,9,Stock,2,Outward,16716.893,,240.338,,0.03918,,5.97578,,22.49879,
2021,2021,5320,Southern Asia,8,Flow,1,Inward,52683.03,,26.481,,3.564151,,1.12139,,3.9438,
2021,2021,5320,Southern Asia,8,Flow,2,Outward,17716.097,,9.048,,1.024599,,0.38066,,1.34002,
2021,2021,5320,Southern Asia,9,Stock,1,Inward,654708.053,,329.09,,1.390649,,13.93585,,49.01075,
2021,2021,5320,Southern Asia,9,Stock,2,Outward,216179.846,,110.402,,0.506666,,4.64502,,16.35147,
2021,2021,533,Aruba,8,Flow,1,Inward,143.048,,1342.703,,0.009678,,4.57603,,23.06753,
2021,2021,533,Aruba,8,Flow,2,Outward,3.937,,36.95,,0.000228,,0.12593,,0.63479,
2021,2021,533,Aruba,9,Stock,1,Inward,4425.238,,41537.099,,0.0094,,141.56143,,713.60399,
2021,2021,533,Aruba,9,Stock,2,Outward,663.79,,6230.608,,0.001556,,21.23436,,107.04135,
2021,2021,5330,Eastern Asia,8,Flow,1,Inward,380234.251,,228.548,,25.723883,,1.48,,3.99069,
2021,2021,5330,Eastern Asia,8,Flow,2,Outward,502705.578,,306.954,,29.073654,,1.95798,,5.27633,
2021,2021,5330,Eastern Asia,9,Stock,1,Inward,6307733.554,,3791.396,,13.398101,,24.55185,,66.19522,
2021,2021,5330,Eastern Asia,9,Stock,2,Outward,7783112.37,,4752.393,,18.241456,,30.31429,,81.69045,
2021,2021,534,Sint Maarten (Dutch part),8,Flow,1,Inward,27.951,,634.639,,0.001891,,2.42241,,15.36761,
2021,2021,534,Sint Maarten (Dutch part),8,Flow,2,Outward,29.04,,659.381,,0.00168,,2.51685,,15.96671,
2021,2021,534,Sint Maarten (Dutch part),9,Stock,1,Inward,172.955,,3927.048,,0.000367,,14.98948,,95.09229,
2021,2021,534,Sint Maarten (Dutch part),9,Stock,2,Outward,105.623,,2398.244,,0.000248,,9.15406,,58.07276,
2021,2021,5340,Western Asia,8,Flow,1,Inward,77397.042,,330.498,,5.236121,,2.29303,,9.723,
2021,2021,5340,Western Asia,8,Flow,2,Outward,64470.182,,275.298,,3.728592,,1.91005,,8.09907,
2021,2021,5340,Western Asia,9,Stock,1,Inward,1103973.817,,3826.746,,2.344924,,32.4223,,137.75445,
2021,2021,5340,Western Asia,9,Stock,2,Outward,681879.377,,2363.624,,1.598136,,20.02593,,85.08528,
2021,2021,5350,South-eastern Asia,8,Flow,1,Inward,212811.669,,314.905,,14.397289,,6.36717,,23.99795,
2021,2021,5350,South-eastern Asia,8,Flow,2,Outward,81176.187,,132.181,,4.694773,,2.49722,,9.44248,
2021,2021,5350,South-eastern Asia,9,Stock,1,Inward,3315869.218,,4906.612,,7.043156,,99.20835,,373.91771,
2021,2021,5350,South-eastern Asia,9,Stock,2,Outward,1945730.704,,3130.436,,4.560253,,59.50719,,224.45875,
2021,2021,540,New Caledonia,8,Flow,1,Inward,793.714,,2757.865,,0.053697,,7.88091,,26.57084,
2021,2021,540,New Caledonia,8,Flow,2,Outward,40,,138.985,,0.002313,,0.39717,,1.33906,
2021,2021,540,New Caledonia,9,Stock,1,Inward,16211.307,,56328.377,,0.034434,,160.96459,,542.69958,
2021,2021,540,New Caledonia,9,Stock,2,Outward,1129.703,,3925.306,,0.002648,,11.217,,37.81863,
2021,2021,5400,Europe,8,Flow,1,Inward,50711.353,,67.776,,3.430761,,0.21272,,0.99054,
2021,2021,5400,Europe,8,Flow,2,Outward,573222.507,,766.116,,33.151956,,2.4045,,11.19672,
2021,2021,5400,Europe,9,Stock,1,Inward,16719061.11,,22345.139,,35.512544,,70.13162,,326.57229,
2021,2021,5400,Europe,9,Stock,2,Outward,18346618.46,,24520.38,,42.999382,,76.95875,,358.36325,
2021,2021,5410,Eastern Europe,8,Flow,1,Inward,106321.76,,364.785,,7.192957,,2.88253,,14.36792,
2021,2021,5410,Eastern Europe,8,Flow,2,Outward,78278.612,,268.57,,4.527193,,2.12224,,10.57827,
2021,2021,5410,Eastern Europe,9,Stock,1,Inward,1389790.434,,4768.306,,2.95202,,37.67909,,187.81096,
2021,2021,5410,Eastern Europe,9,Stock,2,Outward,510305.79,,1750.835,,1.196015,,13.83508,,68.96077,
2021,2021,5420,Northern Europe,8,Flow,1,Inward,-29225.419,,-275.336,,-1.977179,,-0.5202,,-2.54558,
2021,2021,5420,Northern Europe,8,Flow,2,Outward,228688.606,,2154.503,,13.226059,,4.07057,,19.9191,
2021,2021,5420,Northern Europe,9,Stock,1,Inward,5000408.954,,47109.464,,10.621245,,89.00539,,435.54264,
2021,2021,5420,Northern Europe,9,Stock,2,Outward,4888838.131,,46058.342,,11.45808,,87.01948,,425.82466,
2021,2021,5430,Southern Europe,8,Flow,1,Inward,11681.576,,76.408,,0.79029,,0.27077,,1.36252,
2021,2021,5430,Southern Europe,8,Flow,2,Outward,901.193,,5.895,,0.05212,,0.02089,,0.10511,
2021,2021,5430,Southern Europe,9,Stock,1,Inward,2258824.271,,14774.715,,4.797913,,52.3573,,263.46627,
2021,2021,5430,Southern Europe,9,Stock,2,Outward,1679760.591,,10987.125,,3.936893,,38.93518,,195.92505,
2021,2021,5440,Western Europe,8,Flow,1,Inward,-38066.563,,-192.522,,-2.575307,,-0.37252,,-1.60339,
2021,2021,5440,Western Europe,8,Flow,2,Outward,265354.096,,1342.029,,15.346584,,2.59675,,11.1769,
2021,2021,5440,Western Europe,9,Stock,1,Inward,8070037.451,,40814.227,,17.141367,,78.97314,,339.9157,
2021,2021,5440,Western Europe,9,Stock,2,Outward,11267713.94,,56986.482,,26.408395,,110.26551,,474.6041,
2021,2021,548,Vanuatu,8,Flow,1,Inward,42.594,,133.466,,0.002882,,4.34378,,10.32552,
2021,2021,548,Vanuatu,8,Flow,2,Outward,0.66,,2.067,,3.80E-05,,0.06727,,0.15991,
2021,2021,548,Vanuatu,9,Stock,1,Inward,708.741,,2220.803,,0.001505,,72.27831,,171.8116,
2021,2021,548,Vanuatu,9,Stock,2,Outward,29.049,,91.025,,6.80E-05,,2.96251,,7.04212,
2021,2021,5500,Oceania,8,Flow,1,Inward,26168.416,,593.582,,1.770365,,1.28463,,5.61678,
2021,2021,5500,Oceania,8,Flow,2,Outward,217.925,,4.951,,0.012604,,0.0107,,0.04679,
2021,2021,5500,Oceania,9,Stock,1,Inward,878730,,19932.35,,1.866489,,43.13776,,188.61026,
2021,2021,5500,Oceania,9,Stock,2,Outward,651463.405,,14801.162,,1.526849,,31.98941,,139.87675,
2021,2021,554,New Zealand,8,Flow,1,Inward,3993.493,,778.5,,0.270171,,1.59452,,6.69013,
2021,2021,554,New Zealand,8,Flow,2,Outward,-1584.383,,-308.863,,-0.091632,,-0.63261,,-2.65425,
2021,2021,554,New Zealand,9,Stock,1,Inward,92767.644,,18084.324,,0.197045,,37.0402,,155.40968,
2021,2021,554,New Zealand,9,Stock,2,Outward,19107.057,,3724.771,,0.044782,,7.62905,,32.00924,
2021,2021,558,Nicaragua,8,Flow,1,Inward,1220.1,,178.103,,0.082543,,8.70691,,36.50543,
2021,2021,558,Nicaragua,8,Flow,2,Outward,13.9,,2.029,,0.000804,,0.09919,,0.41589,
2021,2021,558,Nicaragua,9,Stock,1,Inward,11206.1,,1635.798,,0.023803,,79.96923,,335.28688,
2021,2021,558,Nicaragua,9,Stock,2,Outward,810.643,,118.333,,0.0019,,5.78493,,24.25445,
2021,2021,5600,Asia and Oceania,8,Flow,1,Inward,756504.315,,161.539,,51.179579,,1.91627,,5.76891,
2021,2021,5600,Asia and Oceania,8,Flow,2,Outward,667779.254,,146.516,,38.620585,,1.70044,,5.11889,
2021,2021,5600,Asia and Oceania,9,Stock,1,Inward,12472645.79,,2632.794,,26.492839,,31.57029,,95.0693,
2021,2021,5600,Asia and Oceania,9,Stock,2,Outward,11295082.6,,2445.111,,26.472539,,28.72626,,86.49964,
2021,2021,562,Niger,8,Flow,1,Inward,594.832,,23.555,,0.040242,,3.98815,,13.97458,
2021,2021,562,Niger,8,Flow,2,Outward,39.258,,1.555,,0.00227,,0.26321,,0.92231,
2021,2021,562,Niger,9,Stock,1,Inward,8121.999,,321.629,,0.017252,,54.45524,,190.81279,
2021,2021,562,Niger,9,Stock,2,Outward,405.827,,16.071,,0.000951,,2.72093,,9.53423,
2021,2021,566,Nigeria,8,Flow,1,Inward,3313.21,,15.526,,0.224148,,0.76886,,2.32233,
2021,2021,566,Nigeria,8,Flow,2,Outward,1817.91,,8.519,,0.105138,,0.42186,,1.27423,
2021,2021,566,Nigeria,9,Stock,1,Inward,87525.358,,410.144,,0.18591,,20.31114,,61.34931,
2021,2021,566,Nigeria,9,Stock,2,Outward,13580.814,,63.64,,0.03183,,3.15156,,9.51922,
2021,2021,5702,Northern America and Europe,8,Flow,1,Inward,504151.637,,447.422,,34.107232,,1.02352,,4.77962,
2021,2021,5702,Northern America and Europe,8,Flow,2,Outward,1020127.351,,905.338,,58.998411,,2.07104,,9.67135,
2021,2021,5702,Northern America and Europe,9,Stock,1,Inward,31220451.78,,27707.375,,66.31459,,63.38313,,295.98642,
2021,2021,5702,Northern America and Europe,9,Stock,2,Outward,30268301.87,,26862.366,,70.9405,,61.45009,,286.95954,
2021,2021,5703,Central and Southern Asia,8,Flow,1,Inward,59892.937,,28.999,,4.05192,,1.19031,,4.16826,
2021,2021,5703,Central and Southern Asia,8,Flow,2,Outward,19209.383,,9.474,,1.110962,,0.38935,,1.37565,
2021,2021,5703,Central and Southern Asia,9,Stock,1,Inward,866339.202,,419.464,,1.84017,,17.21759,,60.2931,
2021,2021,5703,Central and Southern Asia,9,Stock,2,Outward,232896.739,,114.859,,0.545845,,4.72047,,16.67857,
2021,2021,5704,Eastern and South-Eastern Asia,8,Flow,1,Inward,593045.92,,253.493,,40.121173,,2.0426,,5.69433,
2021,2021,5704,Eastern and South-Eastern Asia,8,Flow,2,Outward,583881.765,,259.29,,33.768427,,2.01858,,5.62113,
2021,2021,5704,Eastern and South-Eastern Asia,9,Stock,1,Inward,9623602.773,,4113.542,,20.441257,,33.14619,,92.39804,
2021,2021,5704,Eastern and South-Eastern Asia,9,Stock,2,Outward,9728843.074,,4306.174,,22.801708,,33.61209,,93.59677,
2021,2021,5705,Western Asia and Northern Africa,8,Flow,1,Inward,86838.288,,179.931,,5.874847,,2.07245,,9.04015,
2021,2021,5705,Western Asia and Northern Africa,8,Flow,2,Outward,65464.053,,133.776,,3.786071,,1.54793,,6.77108,
2021,2021,5705,Western Asia and Northern Africa,9,Stock,1,Inward,1435609.917,,2640.634,,3.049344,,33.70935,,147.66522,
2021,2021,5705,Western Asia and Northern Africa,9,Stock,2,Outward,721825.244,,1449.437,,1.691758,,17.09303,,74.62166,
2021,2021,5706,"Europe, Northern America, Australia and New Zealand",8,Flow,1,Inward,529043.942,,456.922,,35.791264,,1.03245,,4.80714,
2021,2021,5706,"Europe, Northern America, Australia and New Zealand",8,Flow,2,Outward,1021944.35,,882.628,,59.103495,,1.99436,,9.28586,
2021,2021,5706,"Europe, Northern America, Australia and New Zealand",9,Stock,1,Inward,32068396.95,,27696.673,,68.115689,,62.58261,,291.38834,
2021,2021,5706,"Europe, Northern America, Australia and New Zealand",9,Stock,2,Outward,30917768.75,,26702.904,,72.46267,,60.33712,,280.9332,
2021,2021,579,Norway,8,Flow,1,Inward,1749.36,,323.774,,0.118349,,0.36281,,1.56405,
2021,2021,579,Norway,8,Flow,2,Outward,18838.3,,3486.624,,1.089501,,3.90694,,16.84276,
2021,2021,579,Norway,9,Stock,1,Inward,211592.857,,39161.953,,0.449439,,43.88301,,189.1788,
2021,2021,579,Norway,9,Stock,2,Outward,164839.456,,30508.757,,0.386338,,34.18666,,147.37799,
2021,2021,584,Marshall Islands,8,Flow,1,Inward,0.499,,11.877,,3.40E-05,,0.19435,,0.75579,
2021,2021,584,Marshall Islands,9,Stock,1,Inward,167.226,,3976.835,,0.000355,,65.07377,,253.06501,
2021,2021,585,Palau,8,Flow,1,Inward,32.549,,1805.87,,0.002202,,14.94415,,44.20983,
2021,2021,585,Palau,9,Stock,1,Inward,600.452,,33314.023,,0.001275,,275.68412,,815.56659,
2021,2021,586,Pakistan,8,Flow,1,Inward,2147,,9.278,,0.14525,,0.62686,,4.80541,
2021,2021,586,Pakistan,8,Flow,2,Outward,242,,1.046,,0.013996,,0.07066,,0.54164,
2021,2021,586,Pakistan,9,Stock,1,Inward,32543.232,,140.635,,0.069124,,9.50165,,72.8381,
2021,2021,586,Pakistan,9,Stock,2,Outward,1869.051,,8.077,,0.004381,,0.54571,,4.1833,
2021,2021,591,Panama,8,Flow,1,Inward,1926.951,,442.848,,0.130363,,3.02956,,11.13214,
2021,2021,591,Panama,8,Flow,2,Outward,297.58,,68.389,,0.01721,,0.46786,,1.71914,
2021,2021,591,Panama,9,Stock,1,Inward,59039.955,,13568.451,,0.125405,,92.82272,,341.07826,
2021,2021,591,Panama,9,Stock,2,Outward,6207.996,,1426.71,,0.01455,,9.76022,,35.86406,
2021,2021,598,Papua New Guinea,8,Flow,1,Inward,-10.712,Asset/liability basis.,-1.077,,-0.000725,,-0.04028,,-0.53473,
2021,2021,598,Papua New Guinea,8,Flow,2,Outward,-1690.958,Asset/liability basis.,-169.955,,-0.097795,,-6.3583,,-84.40629,
2021,2021,598,Papua New Guinea,9,Stock,1,Inward,4446.513,,446.911,,0.009445,,16.71966,,221.95325,
2021,2021,598,Papua New Guinea,9,Stock,2,Outward,134.74,,13.542,,0.000316,,0.50665,,6.72572,
2021,2021,600,Paraguay,8,Flow,1,Inward,191.586,,28.579,,0.012961,,0.47354,,2.17662,
2021,2021,600,Paraguay,9,Stock,1,Inward,7045.466,,1050.966,,0.014965,,17.41411,,80.04403,
2021,2021,604,Peru,8,Flow,1,Inward,5755.361,,170.704,,0.389366,,2.57796,,10.94149,
2021,2021,604,Peru,8,Flow,2,Outward,64.052,,1.9,,0.003704,,0.02869,,0.12177,
2021,2021,604,Peru,9,Stock,1,Inward,117845.012,,3495.28,,0.250312,,52.78561,,224.03462,
2021,2021,604,Peru,9,Stock,2,Outward,9886.285,,293.227,,0.023171,,4.4283,,18.79477,
2021,2021,608,Philippines,8,Flow,1,Inward,11983.363,Asset/liability basis.,105.228,,0.810707,,3.0408,,13.63658,
2021,2021,608,Philippines,8,Flow,2,Outward,2251.121,Asset/liability basis.,19.767,,0.130192,,0.57123,,2.56168,
2021,2021,608,Philippines,9,Stock,1,Inward,111525.652,Asset/liability basis.,979.323,,0.236889,,28.2998,,126.91169,
2021,2021,608,Philippines,9,Stock,2,Outward,65592.542,Asset/liability basis.,575.978,,0.153731,,16.6442,,74.64166,
2021,2021,616,Poland,8,Flow,1,Inward,29580.076,,772.17,,2.001173,,4.35358,,25.51803,
2021,2021,616,Poland,8,Flow,2,Outward,1819.071,,47.486,,0.105205,,0.26773,,1.56927,
2021,2021,616,Poland,9,Stock,1,Inward,270718.571,,7066.944,,0.575027,,39.84426,,233.54247,
2021,2021,616,Poland,9,Stock,2,Outward,27020.887,,705.364,,0.063329,,3.97692,,23.31028,
2021,2021,620,Portugal,8,Flow,1,Inward,9614.925,,934.386,,0.650476,,3.79043,,18.58716,
2021,2021,620,Portugal,8,Flow,2,Outward,1468.186,,142.679,,0.084912,,0.57879,,2.83823,
2021,2021,620,Portugal,9,Stock,1,Inward,177801.362,,17278.871,,0.377663,,70.09349,,343.71792,
2021,2021,620,Portugal,9,Stock,2,Outward,61989.623,,6024.198,,0.145286,,24.43777,,119.83566,
2021,2021,624,Guinea-Bissau,8,Flow,1,Inward,18.53,,8.992,,0.001254,,1.1854,,16.15312,
2021,2021,624,Guinea-Bissau,8,Flow,2,Outward,0.947,,0.459,,5.50E-05,,0.06057,,0.82532,
2021,2021,624,Guinea-Bissau,9,Stock,1,Inward,310.705,,150.775,,0.00066,,19.87667,,270.85433,
2021,2021,624,Guinea-Bissau,9,Stock,2,Outward,11.328,,5.497,,2.70E-05,,0.72466,,9.8748,
2021,2021,626,Timor-Leste,8,Flow,1,Inward,-755.277,,-571.771,,-0.051097,,-37.68537,,-110.42621,
2021,2021,626,Timor-Leste,8,Flow,2,Outward,-0.025,,-0.019,,-1.00E-06,,-0.00127,,-0.00373,
2021,2021,626,Timor-Leste,9,Stock,1,Inward,1285.823,,973.414,,0.002731,,64.15756,,187.99541,
2021,2021,626,Timor-Leste,9,Stock,2,Outward,0.057,,0.044,,0,,0.00287,,0.00841,
2021,2021,634,Qatar,8,Flow,1,Inward,-1093.407,,-406.738,,-0.073972,,-0.6089,,-1.57931,
2021,2021,634,Qatar,8,Flow,2,Outward,159.89,,59.478,,0.009247,,0.08904,,0.23094,
2021,2021,634,Qatar,9,Stock,1,Inward,27533.654,,10242.279,,0.058484,,15.33304,,39.76938,
2021,2021,634,Qatar,9,Stock,2,Outward,47669.978,,17732.816,,0.111725,,26.54662,,68.85412,
2021,2021,642,Romania,8,Flow,1,Inward,10573.7,,547.051,,0.71534,,3.722,,15.41743,
2021,2021,642,Romania,8,Flow,2,Outward,141.101,,7.3,,0.00816,,0.04967,,0.20574,
2021,2021,642,Romania,9,Stock,1,Inward,113585.835,,5876.58,,0.241265,,39.98285,,165.61862,
2021,2021,642,Romania,9,Stock,2,Outward,3163.092,,163.649,,0.007413,,1.11343,,4.61208,
2021,2021,643,Russian Federation,8,Flow,1,Inward,38638.907,,266.287,,2.614027,,2.17221,,10.95901,
2021,2021,643,Russian Federation,8,Flow,2,Outward,64071.567,,441.56,,3.705538,,3.60199,,18.17238,
2021,2021,643,Russian Federation,9,Stock,1,Inward,497690.351,,3429.917,,1.057132,,27.97928,,141.15808,
2021,2021,643,Russian Federation,9,Stock,2,Outward,374611.825,,2581.7,,0.877986,,21.06002,,106.24977,
2021,2021,646,Rwanda,8,Flow,1,Inward,399.294,,29.661,,0.027013,,3.60702,,13.54211,
2021,2021,646,Rwanda,9,Stock,1,Inward,2937.836,,218.234,,0.00624,,26.5389,,99.63697,
2021,2021,646,Rwanda,9,Stock,2,Outward,73.643,,5.47,,0.000173,,0.66526,,2.49762,
2021,2021,659,Saint Kitts and Nevis,8,Flow,1,Inward,26.441,Asset/liability basis.,555.419,,0.001789,,3.07155,,9.9105,
2021,2021,659,Saint Kitts and Nevis,8,Flow,2,Outward,-2.078,Asset/liability basis.,-43.654,,-0.00012,,-0.24141,,-0.77893,
2021,2021,659,Saint Kitts and Nevis,9,Stock,1,Inward,1683.003,Asset/liability basis.,35352.754,,0.003575,,195.50608,,630.80969,
2021,2021,659,Saint Kitts and Nevis,9,Stock,2,Outward,103.772,Asset/liability basis.,2179.8,,0.000243,,12.05463,,38.89483,
2021,2021,660,Anguilla,8,Flow,1,Inward,114.234,Asset/liability basis.,7251.582,,0.007728,,37.73656,,140.21311,
2021,2021,660,Anguilla,8,Flow,2,Outward,2.261,Asset/liability basis.,143.508,,0.000131,,0.7468,,2.77481,
2021,2021,660,Anguilla,9,Stock,1,Inward,1311.142,Asset/liability basis.,83231.239,,0.002785,,433.1277,,1609.31938,
2021,2021,660,Anguilla,9,Stock,2,Outward,131.354,Asset/liability basis.,8338.354,,0.000308,,43.39202,,161.22641,
2021,2021,662,Saint Lucia,8,Flow,1,Inward,85.651,Asset/liability basis.,476.761,,0.005794,,4.85299,,20.03553,
2021,2021,662,Saint Lucia,8,Flow,2,Outward,-26.904,Asset/liability basis.,-149.758,,-0.001556,,-1.5244,,-6.29347,
2021,2021,662,Saint Lucia,9,Stock,1,Inward,1752.271,Asset/liability basis.,9753.75,,0.003722,,99.28429,,409.89458,
2021,2021,662,Saint Lucia,9,Stock,2,Outward,648.301,Asset/liability basis.,3608.67,,0.001519,,36.73297,,151.65185,
2021,2021,670,Saint Vincent and the Grenadines,8,Flow,1,Inward,160.335,Asset/liability basis.,1536.78,,0.010847,,18.20825,,56.69523,
2021,2021,670,Saint Vincent and the Grenadines,8,Flow,2,Outward,2.274,Asset/liability basis.,21.799,,0.000132,,0.25828,,0.80421,
2021,2021,670,Saint Vincent and the Grenadines,9,Stock,1,Inward,1524.946,Asset/liability basis.,14616.285,,0.003239,,173.17821,,539.22708,
2021,2021,670,Saint Vincent and the Grenadines,9,Stock,2,Outward,97.182,Asset/liability basis.,931.469,,0.000228,,11.03633,,34.36397,
2021,2021,678,Sao Tome and Principe,8,Flow,1,Inward,13.949,,62.519,,0.000944,,2.51505,,9.61086,
2021,2021,678,Sao Tome and Principe,8,Flow,2,Outward,-0.042,,-0.187,,-2.00E-06,,-0.00752,,-0.02872,
2021,2021,678,Sao Tome and Principe,9,Stock,1,Inward,366.118,,1640.998,,0.000778,,66.01442,,252.26398,
2021,2021,678,Sao Tome and Principe,9,Stock,2,Outward,4.244,,19.022,,1.00E-05,,0.76524,,2.92423,
2021,2021,682,Saudi Arabia,8,Flow,1,Inward,19285.644,,536.451,,1.304726,,2.3137,,9.80415,
2021,2021,682,Saudi Arabia,8,Flow,2,Outward,23859.914,,663.69,,1.379923,,2.86248,,12.12956,
2021,2021,682,Saudi Arabia,9,Stock,1,Inward,261060.89,,7261.697,,0.554513,,31.31949,,132.71434,
2021,2021,682,Saudi Arabia,9,Stock,2,Outward,151499.275,,4214.12,,0.355072,,18.17538,,77.017,
2021,2021,686,Senegal,8,Flow,1,Inward,2588.125,,153.355,,0.175094,,9.36872,,27.6185,
2021,2021,686,Senegal,8,Flow,2,Outward,51.676,,3.062,,0.002989,,0.18706,,0.55145,
2021,2021,686,Senegal,9,Stock,1,Inward,9669.565,,572.953,,0.020539,,35.00275,,103.18624,
2021,2021,686,Senegal,9,Stock,2,Outward,976.661,,57.87,,0.002289,,3.5354,,10.42218,
2021,2021,688,Serbia,8,Flow,1,Inward,5087.102,,567.834,,0.344156,,7.01861,,29.44756,
2021,2021,688,Serbia,8,Flow,2,Outward,383.03,,42.755,,0.022152,,0.52846,,2.21724,
2021,2021,688,Serbia,9,Stock,1,Inward,57487.364,,6416.876,,0.122107,,79.31457,,332.77548,
2021,2021,688,Serbia,9,Stock,2,Outward,5182.8,,578.516,,0.012147,,7.15064,,30.00153,
2021,2021,690,Seychelles,8,Flow,1,Inward,224.785,,2111.229,,0.015207,,17.47037,,97.22581,
2021,2021,690,Seychelles,8,Flow,2,Outward,42.13,,395.699,,0.002437,,3.2744,,18.22263,
2021,2021,690,Seychelles,9,Stock,1,Inward,2845.707,,26727.535,,0.006044,,221.1697,,1230.85008,
2021,2021,690,Seychelles,9,Stock,2,Outward,,,,,,,,,-518.22769,
2021,2021,694,Sierra Leone,8,Flow,1,Inward,212,,25.176,,0.014342,,4.98913,,46.33478,
2021,2021,694,Sierra Leone,9,Stock,1,Inward,2437.775,,289.5,,0.005178,,57.36976,,532.80082,
2021,2021,702,Singapore,8,Flow,1,Inward,131151.492,,22075.436,,8.872756,,33.03632,,142.53956,
2021,2021,702,Singapore,8,Flow,2,Outward,50802.057,Asset/liability basis.,8551.009,,2.938104,,12.79675,,55.21327,
2021,2021,702,Singapore,9,Stock,1,Inward,2169538.285,Asset/liability basis.,365176.969,,4.608263,,546.49445,,2357.92226,
2021,2021,702,Singapore,9,Stock,2,Outward,1463040.763,Asset/liability basis.,246259.214,,3.428962,,368.53171,,1590.07859,
2021,2021,703,Slovakia,8,Flow,1,Inward,58.709,,10.777,,0.003972,,0.05038,,0.26533,
2021,2021,703,Slovakia,8,Flow,2,Outward,388.605,,71.335,,0.022475,,0.33349,,1.75623,
2021,2021,703,Slovakia,9,Stock,1,Inward,59367.436,,10897.863,,0.126101,,50.94732,,268.30127,
2021,2021,703,Slovakia,9,Stock,2,Outward,5418.461,,994.647,,0.012699,,4.64996,,24.48784,
2021,2021,704,Viet Nam,8,Flow,1,Inward,15660,Asset/liability basis.,160.668,,1.059442,,4.27708,,13.50184,
2021,2021,704,Viet Nam,8,Flow,2,Outward,358,Asset/liability basis.,3.673,,0.020705,,0.09778,,0.30866,
2021,2021,704,Viet Nam,9,Stock,1,Inward,192571.298,,1975.738,,0.409036,,52.59534,,166.03236,
2021,2021,704,Viet Nam,9,Stock,2,Outward,11871,,121.794,,0.027822,,3.24222,,10.23501,
2021,2021,705,Slovenia,8,Flow,1,Inward,1773.304,,836.697,,0.119969,,2.87181,,14.11353,
2021,2021,705,Slovenia,8,Flow,2,Outward,1303.035,,614.81,,0.07536,,2.11023,,10.37071,
2021,2021,705,Slovenia,9,Stock,1,Inward,20835.724,,9830.908,,0.044257,,33.74284,,165.82917,
2021,2021,705,Slovenia,9,Stock,2,Outward,8880.812,,4190.228,,0.020814,,14.38221,,70.68138,
2021,2021,706,Somalia,8,Flow,1,Inward,601,,35.217,,0.040659,,7.87858,,48.32769,
2021,2021,706,Somalia,9,Stock,1,Inward,4286.52,,251.179,,0.009105,,56.19251,,344.68819,
2021,2021,710,South Africa,8,Flow,1,Inward,40948.115,Asset/liability basis.,689.452,,2.770252,,9.77246,,74.64519,
2021,2021,710,South Africa,8,Flow,2,Outward,22.262,Asset/liability basis.,0.375,,0.001287,,0.00531,,0.04058,
2021,2021,710,South Africa,9,Stock,1,Inward,174783.018,Asset/liability basis.,2942.859,,0.371252,,41.71277,,318.61569,
2021,2021,710,South Africa,9,Stock,2,Outward,223829.691,Asset/liability basis.,3768.668,,0.524595,,53.41798,,408.02391,
2021,2021,716,Zimbabwe,8,Flow,1,Inward,250,,15.631,,0.016913,,1.03656,,8.35973,
2021,2021,716,Zimbabwe,8,Flow,2,Outward,32,,2.001,,0.001851,,0.13268,,1.07005,
2021,2021,716,Zimbabwe,9,Stock,1,Inward,6157.558,,385.003,,0.013079,,25.5308,,205.90212,
2021,2021,716,Zimbabwe,9,Stock,2,Outward,707.316,,44.225,,0.001658,,2.93271,,23.65188,
2021,2021,724,Spain,8,Flow,1,Inward,21957.175,,462.384,,1.485463,,1.53828,,7.69383,
2021,2021,724,Spain,8,Flow,2,Outward,751.206,,15.819,,0.043446,,0.05263,,0.26322,
2021,2021,724,Spain,9,Stock,1,Inward,782902.764,,16486.698,,1.662944,,54.84891,,274.33025,
2021,2021,724,Spain,9,Stock,2,Outward,538499.746,,11339.956,,1.262094,,37.72643,,188.69108,
2021,2021,728,South Sudan,8,Flow,1,Inward,67.5,,6.28,,0.004567,,1.56828,,9.61709,
2021,2021,729,Sudan,8,Flow,1,Inward,522.9,,11.453,,0.035376,,1.45788,,10.68772,
2021,2021,729,Sudan,8,Flow,2,Outward,54.2,,1.187,,0.003135,,0.15111,,1.10781,
2021,2021,729,Sudan,9,Stock,1,Inward,29727.553,,651.103,,0.063144,,82.88214,,607.61104,
2021,2021,740,Suriname,8,Flow,1,Inward,-124.045,,-202.363,,-0.008392,,-3.84774,,-10.36558,
2021,2021,740,Suriname,9,Stock,1,Inward,1928.786,,3146.547,,0.004097,,59.82868,,161.1749,
2021,2021,740,Suriname,9,Stock,2,Outward,215.013,,350.765,,0.000504,,6.66946,,17.96714,
2021,2021,748,Eswatini,8,Flow,1,Inward,117.474,,98.53,,0.007947,,2.48254,,16.88041,
2021,2021,748,Eswatini,8,Flow,2,Outward,60.293,,50.569,,0.003487,,1.27414,,8.66373,
